-0.669916	2.162479	-0.233276	0.203150	0.347913	-1.154701	-0.481656	-1.393622	0.407177	-0.655611
-0.669916	-0.146965	0.933105	-1.230853	0.883164	1.154701	-1.083726	-2.027086	0.988860	0.353021
0.103064	0.167960	-0.933105	-1.828354	0.347913	0.577350	-1.083726	-0.760157	0.407177	0.353021
0.618384	-1.826560	-0.933105	-0.991852	-0.187338	0.577350	-0.481656	-0.126693	-1.337869	-0.655611
-0.154596	-0.566863	-0.699829	0.561651	-0.187338	1.154701	1.324554	-0.126693	0.988860	-0.655611
-0.669916	1.217707	-0.233276	-0.513851	0.347913	-1.732051	0.722484	-0.760157	-1.337869	-0.655611
0.876044	-0.041990	-2.332762	1.039652	0.615538	-0.577350	-1.083726	-0.760157	-0.174505	0.353021
0.103064	-0.041990	1.399657	-1.230853	0.883164	1.154701	0.722484	-0.126693	0.988860	-0.655611
0.103064	1.217707	0.000000	-0.513851	-0.187338	1.154701	-1.083726	-0.126693	-1.337869	0.353021
-0.669916	-0.986762	0.233276	1.995655	-0.187338	1.154701	0.722484	-0.126693	-0.174505	-0.655611
0.360724	-0.041990	0.000000	-1.230853	-0.990214	1.154701	1.324554	-0.126693	0.407177	-0.655611
0.618384	0.692833	0.233276	0.681152	-0.722588	0.577350	-1.685796	1.140236	0.988860	-0.655611
-0.669916	1.427656	-1.399657	1.159153	-0.187338	-1.732051	0.120414	1.140236	1.570542	0.353021
0.876044	0.377909	0.933105	0.083650	-0.187338	0.000000	-1.083726	-1.393622	-0.756187	-1.664243
-1.185237	-2.036509	0.466552	-0.394351	-0.454963	0.577350	-1.083726	1.140236	-1.337869	-0.655611
0.876044	0.272934	0.466552	0.203150	-0.187338	-1.732051	1.324554	1.140236	-0.174505	0.353021
-0.927576	-0.146965	0.466552	-0.155350	-0.990214	-0.577350	1.324554	1.140236	-0.756187	-0.655611
-1.185237	-1.406661	0.233276	0.203150	0.080288	-1.154701	-1.083726	1.140236	0.407177	-1.664243
-0.154596	-2.141484	-0.466552	-0.035850	0.883164	-0.577350	1.324554	0.506772	-0.756187	-0.655611
0.360724	0.482884	1.399657	-0.752852	0.347913	0.577350	0.120414	0.506772	0.407177	-0.655611
-1.442897	0.482884	0.000000	-0.035850	0.347913	-1.732051	-1.083726	1.140236	-1.337869	0.353021
-0.154596	-2.666357	0.233276	0.083650	-0.187338	-1.732051	0.120414	1.140236	0.988860	0.353021
0.360724	0.167960	0.699829	-0.513851	-0.187338	-1.154701	0.120414	-1.393622	-1.919551	0.353021
0.360724	-1.301686	0.466552	0.681152	0.615538	-0.577350	0.120414	-0.126693	-0.174505	-0.655611
2.679665	1.217707	1.166381	0.920152	0.347913	1.154701	-0.481656	-0.760157	-0.756187	-0.655611
1.649025	0.902782	-0.466552	0.322651	0.615538	0.000000	1.324554	-0.760157	-1.337869	0.353021
1.133705	-0.566863	-0.233276	-0.394351	0.883164	1.154701	-1.685796	-0.760157	-0.756187	-0.655611
0.360724	1.217707	-0.933105	-0.155350	0.347913	0.577350	0.722484	0.506772	0.988860	0.353021
0.876044	0.377909	0.233276	-1.708854	0.347913	-0.577350	0.722484	1.140236	-0.174505	-0.655611
-1.442897	-0.461889	0.233276	-1.111353	0.347913	-0.577350	0.120414	-1.393622	1.570542	2.370285
1.391365	0.272934	1.166381	-0.872352	0.347913	0.577350	0.120414	-0.126693	-0.756187	0.353021
-0.412256	0.167960	1.399657	-1.350353	-0.454963	0.000000	1.324554	-0.760157	0.407177	-0.655611
0.876044	0.377909	1.399657	0.920152	-0.187338	1.154701	0.120414	1.140236	-0.756187	-0.655611
0.618384	1.007757	0.233276	-1.708854	-0.187338	-0.577350	-0.481656	-1.393622	0.407177	-0.655611
0.103064	0.062985	-0.699829	0.203150	0.347913	-1.154701	0.120414	-2.027086	-0.174505	2.370285
0.360724	-1.616610	-0.699829	-0.274851	0.615538	0.577350	-0.481656	0.506772	0.407177	0.353021
1.391365	-0.671838	1.166381	0.442151	0.347913	0.000000	-0.481656	-0.126693	1.570542	2.370285
0.876044	-0.356914	0.466552	1.278653	-1.257839	0.000000	-1.083726	-0.760157	-1.919551	0.353021
-0.669916	-0.356914	0.933105	-0.752852	0.080288	1.154701	-1.083726	-1.393622	-0.756187	2.370285
0.360724	-0.146965	0.000000	1.159153	0.347913	1.154701	-1.083726	1.140236	0.407177	-0.655611
0.103064	1.532631	-0.699829	-0.752852	0.080288	-1.154701	-1.083726	1.140236	-0.174505	-1.664243
1.133705	-0.356914	-0.466552	-0.394351	0.080288	1.154701	-0.481656	1.140236	-0.756187	0.353021
-0.412256	0.692833	0.699829	-0.513851	0.883164	-1.732051	1.324554	-0.126693	-0.756187	-0.655611
0.360724	1.427656	-0.466552	-0.035850	-0.454963	0.577350	0.120414	-1.393622	0.407177	0.353021
